home_team_name,home_team_name,away_team_name,home_team_goal,away_team_goal,league_name
Milan, Milan, Bologna, 1, 0, Italy Serie A
Parma, Parma, Palermo, 3, 1, Italy Serie A
Sampdoria, Sampdoria, Brescia, 3, 3, Italy Serie A
Fiorentina, Fiorentina, Udinese, 5, 2, Italy Serie A
Bari, Bari, Roma, 2, 3, Italy Serie A
Lazio, Lazio, Juventus, 0, 1, Italy Serie A
Cesena, Cesena, Inter, 1, 2, Italy Serie A
Chievo Verona, Chievo Verona, Lecce, 1, 0, Italy Serie A
Inter, Inter, Fiorentina, 3, 1, Italy Serie A
Roma, Roma, Milan, 0, 0, Italy Serie A
Udinese, Udinese, Lazio, 2, 1, Italy Serie A
Lecce, Lecce, Napoli, 2, 1, Italy Serie A
Bologna, Bologna, Parma, 0, 0, Italy Serie A
Genoa, Genoa, Sampdoria, 2, 1, Italy Serie A
Palermo, Palermo, Bari, 2, 1, Italy Serie A
Juventus, Juventus, Chievo Verona, 2, 2, Italy Serie A
Brescia, Brescia, Catania, 1, 2, Italy Serie A
Cagliari, Cagliari, Cesena, 0, 2, Italy Serie A
Fiorentina, Fiorentina, Bologna, 1, 1, Italy Serie A
Chievo Verona, Chievo Verona, Udinese, 0, 2, Italy Serie A
Lazio, Lazio, Genoa, 4, 2, Italy Serie A
Napoli, Napoli, Inter, 1, 1, Italy Serie A
Milan, Milan, Cagliari, 4, 1, Italy Serie A
Catania, Catania, Roma, 2, 1, Italy Serie A
Cesena, Cesena, Brescia, 1, 0, Italy Serie A
Sampdoria, Sampdoria, Palermo, 1, 2, Italy Serie A
Parma, Parma, Juventus, 1, 0, Italy Serie A
Bari, Bari, Lecce, 0, 2, Italy Serie A
Roma, Roma, Sampdoria, 3, 1, Italy Serie A
Cagliari, Cagliari, Parma, 1, 1, Italy Serie A
Lecce, Lecce, Lazio, 2, 4, Italy Serie A
Bologna, Bologna, Bari, 0, 4, Italy Serie A
Juventus, Juventus, Napoli, 2, 2, Italy Serie A
Inter, Inter, Catania, 3, 1, Italy Serie A
Udinese, Udinese, Milan, 0, 0, Italy Serie A
Palermo, Palermo, Chievo Verona, 1, 3, Italy Serie A
Brescia, Brescia, Fiorentina, 2, 2, Italy Serie A
Genoa, Genoa, Cesena, 3, 2, Italy Serie A
Napoli, Napoli, Chievo Verona, 1, 3, Italy Serie A
Lecce, Lecce, Parma, 1, 1, Italy Serie A
Lazio, Lazio, Milan, 1, 1, Italy Serie A
Juventus, Juventus, Palermo, 1, 3, Italy Serie A
Inter, Inter, Bari, 4, 0, Italy Serie A
Genoa, Genoa, Fiorentina, 1, 1, Italy Serie A
Catania, Catania, Cesena, 2, 0, Italy Serie A
Cagliari, Cagliari, Sampdoria, 0, 0, Italy Serie A
Brescia, Brescia, Roma, 2, 1, Italy Serie A
Bologna, Bologna, Udinese, 2, 1, Italy Serie A
Sampdoria, Sampdoria, Udinese, 0, 0, Italy Serie A
Roma, Roma, Inter, 1, 0, Italy Serie A
Palermo, Palermo, Lecce, 2, 2, Italy Serie A
Milan, Milan, Genoa, 1, 0, Italy Serie A
Juventus, Juventus, Cagliari, 4, 2, Italy Serie A
Fiorentina, Fiorentina, Parma, 2, 0, Italy Serie A
Chievo Verona, Chievo Verona, Lazio, 0, 1, Italy Serie A
Cesena, Cesena, Napoli, 1, 4, Italy Serie A
Catania, Catania, Bologna, 1, 1, Italy Serie A
Bari, Bari, Brescia, 2, 1, Italy Serie A
Lecce, Lecce, Catania, 1, 0, Italy Serie A
Napoli, Napoli, Roma, 2, 0, Italy Serie A
Parma, Parma, Milan, 0, 1, Italy Serie A
Udinese, Udinese, Cesena, 1, 0, Italy Serie A
Lazio, Lazio, Brescia, 1, 0, Italy Serie A
Inter, Inter, Juventus, 0, 0, Italy Serie A
Genoa, Genoa, Bari, 2, 1, Italy Serie A
Fiorentina, Fiorentina, Palermo, 1, 2, Italy Serie A
Chievo Verona, Chievo Verona, Cagliari, 0, 0, Italy Serie A
Bologna, Bologna, Sampdoria, 1, 1, Italy Serie A
Milan, Milan, Chievo Verona, 3, 1, Italy Serie A
Palermo, Palermo, Bologna, 4, 1, Italy Serie A
Roma, Roma, Genoa, 2, 1, Italy Serie A
Sampdoria, Sampdoria, Fiorentina, 2, 1, Italy Serie A
Juventus, Juventus, Lecce, 4, 0, Italy Serie A
Cesena, Cesena, Parma, 1, 1, Italy Serie A
Catania, Catania, Napoli, 1, 1, Italy Serie A
Cagliari, Cagliari, Inter, 0, 1, Italy Serie A
Brescia, Brescia, Udinese, 0, 1, Italy Serie A
Bari, Bari, Lazio, 0, 2, Italy Serie A
Napoli, Napoli, Milan, 1, 2, Italy Serie A
Parma, Parma, Roma, 0, 0, Italy Serie A
Udinese, Udinese, Palermo, 2, 1, Italy Serie A
Chievo Verona, Chievo Verona, Cesena, 2, 1, Italy Serie A
Lecce, Lecce, Brescia, 2, 1, Italy Serie A
Lazio, Lazio, Cagliari, 2, 1, Italy Serie A
Inter, Inter, Sampdoria, 1, 1, Italy Serie A
Genoa, Genoa, Catania, 1, 0, Italy Serie A
Fiorentina, Fiorentina, Bari, 2, 1, Italy Serie A
Bologna, Bologna, Juventus, 0, 0, Italy Serie A
Roma, Roma, Lecce, 2, 0, Italy Serie A
Parma, Parma, Chievo Verona, 0, 0, Italy Serie A
Palermo, Palermo, Lazio, 0, 1, Italy Serie A
Milan, Milan, Juventus, 1, 2, Italy Serie A
Genoa, Genoa, Inter, 0, 1, Italy Serie A
Cesena, Cesena, Sampdoria, 0, 1, Italy Serie A
Catania, Catania, Fiorentina, 0, 0, Italy Serie A
Cagliari, Cagliari, Bologna, 2, 0, Italy Serie A
Brescia, Brescia, Napoli, 0, 1, Italy Serie A
Bari, Bari, Udinese, 0, 2, Italy Serie A
Atalanta, Atalanta, Cesena, 4, 1, Italy Serie A
Bologna, Bologna, Roma, 0, 2, Italy Serie A
Cagliari, Cagliari, Milan, 0, 2, Italy Serie A
Inter, Inter, Lecce, 4, 1, Italy Serie A
Lazio, Lazio, Chievo Verona, 0, 0, Italy Serie A
Napoli, Napoli, Genoa, 6, 1, Italy Serie A
Novara, Novara, Palermo, 2, 2, Italy Serie A
Parma, Parma, Catania, 3, 3, Italy Serie A
Siena, Siena, Fiorentina, 0, 0, Italy Serie A
Udinese, Udinese, Juventus, 0, 0, Italy Serie A
Bologna, Bologna, Atalanta, 3, 1, Italy Serie A
Cagliari, Cagliari, Lazio, 0, 3, Italy Serie A
Catania, Catania, Napoli, 2, 1, Italy Serie A
Fiorentina, Fiorentina, Genoa, 1, 0, Italy Serie A
Inter, Inter, Juventus, 1, 2, Italy Serie A
Lecce, Lecce, Novara, 1, 1, Italy Serie A
Parma, Parma, Cesena, 2, 0, Italy Serie A
Roma, Roma, Milan, 2, 3, Italy Serie A
Siena, Siena, Chievo Verona, 4, 1, Italy Serie A
Udinese, Udinese, Palermo, 1, 0, Italy Serie A
Atalanta, Atalanta, Cagliari, 1, 0, Italy Serie A
Cesena, Cesena, Lecce, 0, 1, Italy Serie A
Chievo Verona, Chievo Verona, Fiorentina, 1, 0, Italy Serie A
Genoa, Genoa, Inter, 0, 1, Italy Serie A
Lazio, Lazio, Parma, 1, 0, Italy Serie A
Milan, Milan, Catania, 4, 0, Italy Serie A
Napoli, Napoli, Juventus, 3, 3, Italy Serie A
Novara, Novara, Roma, 0, 2, Italy Serie A
Palermo, Palermo, Bologna, 3, 1, Italy Serie A
Udinese, Udinese, Siena, 2, 1, Italy Serie A
Bologna, Bologna, Cesena, 0, 1, Italy Serie A
Fiorentina, Fiorentina, Milan, 0, 0, Italy Serie A
Catania, Catania, Chievo Verona, 1, 2, Italy Serie A
Genoa, Genoa, Novara, 1, 0, Italy Serie A
Inter, Inter, Cagliari, 2, 1, Italy Serie A
Juventus, Juventus, Palermo, 3, 0, Italy Serie A
Napoli, Napoli, Lazio, 0, 0, Italy Serie A
Parma, Parma, Udinese, 2, 0, Italy Serie A
Roma, Roma, Lecce, 2, 1, Italy Serie A
Siena, Siena, Atalanta, 2, 2, Italy Serie A
Atalanta, Atalanta, Napoli, 1, 1, Italy Serie A
Cagliari, Cagliari, Bologna, 1, 1, Italy Serie A
Cesena, Cesena, Genoa, 2, 0, Italy Serie A
Lazio, Lazio, Juventus, 0, 1, Italy Serie A
Lecce, Lecce, Catania, 0, 1, Italy Serie A
Milan, Milan, Chievo Verona, 4, 0, Italy Serie A
Novara, Novara, Parma, 2, 1, Italy Serie A
Palermo, Palermo, Fiorentina, 2, 0, Italy Serie A
Siena, Siena, Inter, 0, 1, Italy Serie A
Udinese, Udinese, Roma, 2, 0, Italy Serie A
Bologna, Bologna, Siena, 1, 0, Italy Serie A
Catania, Catania, Cagliari, 0, 1, Italy Serie A
Chievo Verona, Chievo Verona, Atalanta, 0, 0, Italy Serie A
Fiorentina, Fiorentina, Roma, 3, 0, Italy Serie A
Genoa, Genoa, Milan, 0, 2, Italy Serie A
Juventus, Juventus, Cesena, 2, 0, Italy Serie A
Lazio, Lazio, Novara, 3, 0, Italy Serie A
Napoli, Napoli, Lecce, 4, 2, Italy Serie A
Parma, Parma, Palermo, 0, 0, Italy Serie A
Inter, Inter, Udinese, 0, 1, Italy Serie A
Atalanta, Atalanta, Catania, 1, 1, Italy Serie A
Bologna, Bologna, Milan, 2, 2, Italy Serie A
Cagliari, Cagliari, Parma, 0, 0, Italy Serie A
Inter, Inter, Fiorentina, 2, 0, Italy Serie A
Lecce, Lecce, Lazio, 2, 3, Italy Serie A
Novara, Novara, Napoli, 1, 1, Italy Serie A
Palermo, Palermo, Cesena, 0, 1, Italy Serie A
Roma, Roma, Juventus, 1, 1, Italy Serie A
Siena, Siena, Genoa, 0, 2, Italy Serie A
Udinese, Udinese, Chievo Verona, 2, 1, Italy Serie A
Catania, Catania, Palermo, 2, 0, Italy Serie A
Cesena, Cesena, Inter, 0, 1, Italy Serie A
Chievo Verona, Chievo Verona, Cagliari, 2, 0, Italy Serie A
Fiorentina, Fiorentina, Atalanta, 2, 2, Italy Serie A
Genoa, Genoa, Bologna, 2, 1, Italy Serie A
Juventus, Juventus, Novara, 2, 0, Italy Serie A
Lazio, Lazio, Udinese, 2, 2, Italy Serie A
Milan, Milan, Siena, 2, 0, Italy Serie A
Napoli, Napoli, Roma, 1, 3, Italy Serie A
Parma, Parma, Lecce, 3, 3, Italy Serie A
Atalanta, Atalanta, Milan, 0, 2, Italy Serie A
Bologna, Bologna, Catania, 2, 0, Italy Serie A
Cagliari, Cagliari, Genoa, 3, 0, Italy Serie A
Inter, Inter, Parma, 5, 0, Italy Serie A
Lecce, Lecce, Juventus, 0, 1, Italy Serie A
Novara, Novara, Fiorentina, 0, 3, Italy Serie A
Palermo, Palermo, Napoli, 1, 3, Italy Serie A
Roma, Roma, Chievo Verona, 2, 0, Italy Serie A
Siena, Siena, Lazio, 4, 0, Italy Serie A
Udinese, Udinese, Cesena, 4, 1, Italy Serie A
Catania, Catania, Roma, 1, 1, Italy Serie A
Cesena, Cesena, Novara, 3, 1, Italy Serie A
Chievo Verona, Chievo Verona, Palermo, 1, 0, Italy Serie A
Fiorentina, Fiorentina, Lecce, 0, 1, Italy Serie A
Genoa, Genoa, Udinese, 3, 2, Italy Serie A
Juventus, Juventus, Cagliari, 1, 1, Italy Serie A
Lazio, Lazio, Atalanta, 2, 0, Italy Serie A
Milan, Milan, Inter, 0, 1, Italy Serie A
Napoli, Napoli, Bologna, 1, 1, Italy Serie A
Parma, Parma, Siena, 3, 1, Italy Serie A
Atalanta, Atalanta, Juventus, 0, 2, Italy Serie A
Bologna, Bologna, Parma, 0, 0, Italy Serie A
Cagliari, Cagliari, Fiorentina, 0, 0, Italy Serie A
Inter, Inter, Lazio, 2, 1, Italy Serie A
Lecce, Lecce, Chievo Verona, 2, 2, Italy Serie A
Novara, Novara, Milan, 0, 3, Italy Serie A
Palermo, Palermo, Genoa, 5, 3, Italy Serie A
Roma, Roma, Cesena, 5, 1, Italy Serie A
Siena, Siena, Napoli, 1, 1, Italy Serie A
Udinese, Udinese, Catania, 2, 1, Italy Serie A
Catania, Catania, Siena, 0, 0, Italy Serie A
Cesena, Cesena, Napoli, 1, 3, Italy Serie A
Chievo Verona, Chievo Verona, Novara, 2, 2, Italy Serie A
Fiorentina, Fiorentina, Bologna, 2, 0, Italy Serie A
Genoa, Genoa, Atalanta, 2, 2, Italy Serie A
Juventus, Juventus, Parma, 4, 1, Italy Serie A
Lecce, Lecce, Udinese, 0, 2, Italy Serie A
Milan, Milan, Lazio, 2, 2, Italy Serie A
Palermo, Palermo, Inter, 4, 3, Italy Serie A
Roma, Roma, Cagliari, 1, 2, Italy Serie A
Cesena, Cesena, Atalanta, 0, 1, Italy Serie A
Roma, Roma, Bologna, 1, 1, Italy Serie A
Milan, Milan, Cagliari, 3, 0, Italy Serie A
Lecce, Lecce, Inter, 1, 0, Italy Serie A
Chievo Verona, Chievo Verona, Lazio, 0, 3, Italy Serie A
Genoa, Genoa, Napoli, 3, 2, Italy Serie A
Palermo, Palermo, Novara, 2, 0, Italy Serie A
Catania, Catania, Parma, 1, 1, Italy Serie A
Fiorentina, Fiorentina, Siena, 2, 1, Italy Serie A
Juventus, Juventus, Udinese, 2, 1, Italy Serie A
Siena, Siena, Catania, 0, 1, Italy Serie A
Napoli, Napoli, Cesena, 0, 0, Italy Serie A
Novara, Novara, Chievo Verona, 1, 2, Italy Serie A
Bologna, Bologna, Fiorentina, 2, 0, Italy Serie A
Atalanta, Atalanta, Genoa, 1, 0, Italy Serie A
Parma, Parma, Juventus, 0, 0, Italy Serie A
Udinese, Udinese, Lecce, 2, 1, Italy Serie A
Lazio, Lazio, Milan, 2, 0, Italy Serie A
Inter, Inter, Palermo, 4, 4, Italy Serie A
Cagliari, Cagliari, Roma, 4, 2, Italy Serie A
Palermo, Palermo, Atalanta, 2, 1, Italy Serie A
Lecce, Lecce, Bologna, 0, 0, Italy Serie A
Novara, Novara, Cagliari, 0, 0, Italy Serie A
Roma, Roma, Inter, 4, 0, Italy Serie A
Genoa, Genoa, Lazio, 3, 2, Italy Serie A
Milan, Milan, Napoli, 0, 0, Italy Serie A
Chievo Verona, Chievo Verona, Parma, 1, 2, Italy Serie A
Juventus, Juventus, Siena, 0, 0, Italy Serie A
Fiorentina, Fiorentina, Udinese, 3, 2, Italy Serie A
Lazio, Lazio, Cesena, 3, 2, Italy Serie A
Napoli, Napoli, Chievo Verona, 2, 0, Italy Serie A
Catania, Catania, Genoa, 4, 0, Italy Serie A
Atalanta, Atalanta, Lecce, 0, 0, Italy Serie A
Udinese, Udinese, Milan, 1, 2, Italy Serie A
Inter, Inter, Novara, 0, 1, Italy Serie A
Cagliari, Cagliari, Palermo, 2, 1, Italy Serie A
Siena, Siena, Roma, 1, 0, Italy Serie A
Novara, Novara, Atalanta, 0, 0, Italy Serie A
Inter, Inter, Bologna, 0, 3, Italy Serie A
Udinese, Udinese, Cagliari, 0, 0, Italy Serie A
Juventus, Juventus, Catania, 3, 1, Italy Serie A
Genoa, Genoa, Chievo Verona, 0, 1, Italy Serie A
Palermo, Palermo, Lazio, 5, 1, Italy Serie A
Cesena, Cesena, Milan, 1, 3, Italy Serie A
Fiorentina, Fiorentina, Napoli, 0, 3, Italy Serie A
Roma, Roma, Parma, 1, 0, Italy Serie A
Lecce, Lecce, Siena, 4, 1, Italy Serie A
Chievo Verona, Chievo Verona, Cesena, 1, 0, Italy Serie A
Lazio, Lazio, Fiorentina, 1, 0, Italy Serie A
Napoli, Napoli, Inter, 1, 0, Italy Serie A
Milan, Milan, Juventus, 1, 1, Italy Serie A
Cagliari, Cagliari, Lecce, 1, 2, Italy Serie A
Catania, Catania, Novara, 3, 1, Italy Serie A
Siena, Siena, Palermo, 4, 1, Italy Serie A
Genoa, Genoa, Parma, 2, 2, Italy Serie A
Atalanta, Atalanta, Roma, 4, 1, Italy Serie A
Bologna, Bologna, Udinese, 1, 3, Italy Serie A
Juventus, Juventus, Chievo Verona, 1, 1, Italy Serie A
Palermo, Palermo, Milan, 0, 4, Italy Serie A
Parma, Parma, Napoli, 1, 2, Italy Serie A
Napoli, Napoli, Cagliari, 6, 3, Italy Serie A
Chievo Verona, Chievo Verona, Inter, 0, 2, Italy Serie A
Palermo, Palermo, Roma, 0, 1, Italy Serie A
Inter, Inter, Atalanta, 0, 0, Italy Serie A
Cagliari, Cagliari, Cesena, 3, 0, Italy Serie A
Bologna, Bologna, Chievo Verona, 2, 2, Italy Serie A
Roma, Roma, Genoa, 1, 0, Italy Serie A
Fiorentina, Fiorentina, Juventus, 0, 5, Italy Serie A
Catania, Catania, Lazio, 1, 0, Italy Serie A
Parma, Parma, Milan, 0, 2, Italy Serie A
Udinese, Udinese, Napoli, 2, 2, Italy Serie A
Siena, Siena, Novara, 0, 2, Italy Serie A
Lecce, Lecce, Palermo, 1, 1, Italy Serie A
Atalanta, Atalanta, Bologna, 2, 0, Italy Serie A
Lazio, Lazio, Cagliari, 1, 0, Italy Serie A
Genoa, Genoa, Fiorentina, 2, 2, Italy Serie A
Juventus, Juventus, Inter, 2, 0, Italy Serie A
Novara, Novara, Lecce, 0, 0, Italy Serie A
Cesena, Cesena, Parma, 2, 2, Italy Serie A
Milan, Milan, Roma, 2, 1, Italy Serie A
Chievo Verona, Chievo Verona, Siena, 1, 1, Italy Serie A
Palermo, Palermo, Udinese, 1, 1, Italy Serie A
Atalanta, Atalanta, Palermo, 1, 0, Italy Serie A
Bologna, Bologna, Lecce, 0, 2, Italy Serie A
Cagliari, Cagliari, Novara, 2, 1, Italy Serie A
Catania, Catania, Cesena, 1, 0, Italy Serie A
Inter, Inter, Roma, 0, 0, Italy Serie A
Lazio, Lazio, Genoa, 1, 2, Italy Serie A
Napoli, Napoli, Milan, 3, 1, Italy Serie A
Parma, Parma, Chievo Verona, 2, 1, Italy Serie A
Siena, Siena, Juventus, 0, 1, Italy Serie A
Udinese, Udinese, Fiorentina, 2, 0, Italy Serie A
Inter, Inter, Genoa, 5, 4, Italy Serie A
Parma, Parma, Lazio, 3, 1, Italy Serie A
Catania, Catania, Milan, 1, 1, Italy Serie A
Roma, Roma, Novara, 5, 2, Italy Serie A
Bologna, Bologna, Palermo, 1, 3, Italy Serie A
Siena, Siena, Udinese, 1, 0, Italy Serie A
Cesena, Cesena, Bologna, 0, 0, Italy Serie A
Chievo Verona, Chievo Verona, Catania, 3, 2, Italy Serie A
Milan, Milan, Fiorentina, 1, 2, Italy Serie A
Novara, Novara, Genoa, 1, 1, Italy Serie A
Cagliari, Cagliari, Inter, 2, 2, Italy Serie A
Palermo, Palermo, Juventus, 0, 2, Italy Serie A
Lazio, Lazio, Napoli, 3, 1, Italy Serie A
Udinese, Udinese, Parma, 3, 1, Italy Serie A
Lecce, Lecce, Roma, 4, 2, Italy Serie A
Atalanta, Atalanta, Siena, 1, 2, Italy Serie A
Napoli, Napoli, Atalanta, 1, 3, Italy Serie A
Bologna, Bologna, Cagliari, 1, 0, Italy Serie A
Genoa, Genoa, Cesena, 1, 1, Italy Serie A
Juventus, Juventus, Lazio, 2, 1, Italy Serie A
Catania, Catania, Lecce, 1, 2, Italy Serie A
Chievo Verona, Chievo Verona, Milan, 0, 1, Italy Serie A
Parma, Parma, Novara, 2, 0, Italy Serie A
Fiorentina, Fiorentina, Palermo, 0, 0, Italy Serie A
Inter, Inter, Siena, 2, 1, Italy Serie A
Roma, Roma, Udinese, 3, 1, Italy Serie A
Siena, Siena, Bologna, 1, 1, Italy Serie A
Cagliari, Cagliari, Catania, 3, 0, Italy Serie A
Atalanta, Atalanta, Chievo Verona, 1, 0, Italy Serie A
Roma, Roma, Fiorentina, 1, 2, Italy Serie A
Milan, Milan, Genoa, 1, 0, Italy Serie A
Udinese, Udinese, Inter, 1, 3, Italy Serie A
Cesena, Cesena, Juventus, 0, 1, Italy Serie A
Novara, Novara, Lazio, 2, 1, Italy Serie A
Lecce, Lecce, Napoli, 0, 2, Italy Serie A
Palermo, Palermo, Parma, 1, 2, Italy Serie A
Catania, Catania, Atalanta, 2, 0, Italy Serie A
Milan, Milan, Bologna, 1, 1, Italy Serie A
Parma, Parma, Cagliari, 3, 0, Italy Serie A
Fiorentina, Fiorentina, Inter, 0, 0, Italy Serie A
Lazio, Lazio, Lecce, 1, 1, Italy Serie A
Napoli, Napoli, Novara, 2, 0, Italy Serie A
Cesena, Cesena, Palermo, 2, 2, Italy Serie A
Juventus, Juventus, Roma, 4, 0, Italy Serie A
Genoa, Genoa, Siena, 1, 4, Italy Serie A
Chievo Verona, Chievo Verona, Udinese, 0, 0, Italy Serie A
Palermo, Palermo, Catania, 1, 1, Italy Serie A
Inter, Inter, Cesena, 2, 1, Italy Serie A
Cagliari, Cagliari, Chievo Verona, 0, 0, Italy Serie A
Atalanta, Atalanta, Fiorentina, 2, 0, Italy Serie A
Bologna, Bologna, Genoa, 3, 2, Italy Serie A
Novara, Novara, Juventus, 0, 4, Italy Serie A
Udinese, Udinese, Lazio, 2, 0, Italy Serie A
Siena, Siena, Milan, 1, 4, Italy Serie A
Roma, Roma, Napoli, 2, 2, Italy Serie A
Lecce, Lecce, Parma, 1, 2, Italy Serie A
Milan, Milan, Atalanta, 2, 0, Italy Serie A
Catania, Catania, Bologna, 0, 1, Italy Serie A
Genoa, Genoa, Cagliari, 2, 1, Italy Serie A
Parma, Parma, Inter, 3, 1, Italy Serie A
Juventus, Juventus, Lecce, 1, 1, Italy Serie A
Fiorentina, Fiorentina, Novara, 2, 2, Italy Serie A
Napoli, Napoli, Palermo, 2, 0, Italy Serie A
Chievo Verona, Chievo Verona, Roma, 0, 0, Italy Serie A
Lazio, Lazio, Siena, 1, 1, Italy Serie A
Cesena, Cesena, Udinese, 0, 1, Italy Serie A
Roma, Roma, Catania, 2, 2, Italy Serie A
Novara, Novara, Cesena, 3, 0, Italy Serie A
Palermo, Palermo, Chievo Verona, 4, 4, Italy Serie A
Lecce, Lecce, Fiorentina, 0, 1, Italy Serie A
Udinese, Udinese, Genoa, 2, 0, Italy Serie A
Cagliari, Cagliari, Juventus, 0, 2, Italy Serie A
Atalanta, Atalanta, Lazio, 0, 2, Italy Serie A
Inter, Inter, Milan, 4, 2, Italy Serie A
Bologna, Bologna, Napoli, 2, 0, Italy Serie A
Siena, Siena, Parma, 0, 2, Italy Serie A
Juventus, Juventus, Atalanta, 3, 1, Italy Serie A
Parma, Parma, Bologna, 1, 0, Italy Serie A
Fiorentina, Fiorentina, Cagliari, 0, 0, Italy Serie A
Lazio, Lazio, Inter, 3, 1, Italy Serie A
Chievo Verona, Chievo Verona, Lecce, 1, 0, Italy Serie A
Milan, Milan, Novara, 2, 1, Italy Serie A
Genoa, Genoa, Palermo, 2, 0, Italy Serie A
Cesena, Cesena, Roma, 2, 3, Italy Serie A
Napoli, Napoli, Siena, 2, 1, Italy Serie A
Catania, Catania, Udinese, 0, 2, Italy Serie A
Cesena, Cesena, Lazio, 1, 2, Italy Serie A
Chievo Verona, Chievo Verona, Napoli, 1, 0, Italy Serie A
Fiorentina, Fiorentina, Parma, 3, 0, Italy Serie A
Genoa, Genoa, Catania, 3, 0, Italy Serie A
Juventus, Juventus, Bologna, 1, 1, Italy Serie A
Lecce, Lecce, Atalanta, 1, 2, Italy Serie A
Milan, Milan, Udinese, 1, 1, Italy Serie A
Novara, Novara, Inter, 3, 1, Italy Serie A
Palermo, Palermo, Cagliari, 3, 2, Italy Serie A
Roma, Roma, Siena, 1, 1, Italy Serie A
Atalanta, Atalanta, Novara, 2, 1, Italy Serie A
Bologna, Bologna, Inter, 1, 3, Italy Serie A
Cagliari, Cagliari, Udinese, 0, 0, Italy Serie A
Catania, Catania, Juventus, 1, 1, Italy Serie A
Chievo Verona, Chievo Verona, Genoa, 2, 1, Italy Serie A
Lazio, Lazio, Palermo, 0, 0, Italy Serie A
Milan, Milan, Cesena, 1, 0, Italy Serie A
Napoli, Napoli, Fiorentina, 0, 0, Italy Serie A
Parma, Parma, Roma, 0, 1, Italy Serie A
Siena, Siena, Lecce, 3, 0, Italy Serie A
Cesena, Cesena, Chievo Verona, 0, 0, Italy Serie A
Fiorentina, Fiorentina, Lazio, 1, 2, Italy Serie A
Inter, Inter, Napoli, 0, 3, Italy Serie A
Juventus, Juventus, Milan, 2, 0, Italy Serie A
Lecce, Lecce, Cagliari, 0, 2, Italy Serie A
Novara, Novara, Catania, 3, 3, Italy Serie A
Palermo, Palermo, Siena, 2, 0, Italy Serie A
Parma, Parma, Genoa, 3, 1, Italy Serie A
Roma, Roma, Atalanta, 3, 1, Italy Serie A
Udinese, Udinese, Bologna, 2, 0, Italy Serie A
Atalanta, Atalanta, Udinese, 0, 0, Italy Serie A
Cagliari, Cagliari, Siena, 0, 0, Italy Serie A
Catania, Catania, Inter, 2, 1, Italy Serie A
Cesena, Cesena, Fiorentina, 0, 0, Italy Serie A
Chievo Verona, Chievo Verona, Juventus, 0, 0, Italy Serie A
Genoa, Genoa, Lecce, 0, 0, Italy Serie A
Lazio, Lazio, Roma, 2, 1, Italy Serie A
Milan, Milan, Palermo, 3, 0, Italy Serie A
Napoli, Napoli, Parma, 1, 2, Italy Serie A
Novara, Novara, Bologna, 0, 2, Italy Serie A
Bologna, Bologna, Lazio, 0, 2, Italy Serie A
Cagliari, Cagliari, Napoli, 0, 0, Italy Serie A
Fiorentina, Fiorentina, Catania, 2, 2, Italy Serie A
Inter, Inter, Chievo Verona, 1, 0, Italy Serie A
Juventus, Juventus, Genoa, 2, 2, Italy Serie A
Lecce, Lecce, Milan, 3, 4, Italy Serie A
Parma, Parma, Atalanta, 1, 2, Italy Serie A
Roma, Roma, Palermo, 1, 0, Italy Serie A
Siena, Siena, Cesena, 2, 0, Italy Serie A
Udinese, Udinese, Novara, 3, 0, Italy Serie A
Atalanta, Atalanta, Inter, 1, 1, Italy Serie A
Cesena, Cesena, Cagliari, 1, 1, Italy Serie A
Chievo Verona, Chievo Verona, Bologna, 0, 1, Italy Serie A
Genoa, Genoa, Roma, 2, 1, Italy Serie A
Juventus, Juventus, Fiorentina, 2, 1, Italy Serie A
Lazio, Lazio, Catania, 1, 1, Italy Serie A
Milan, Milan, Parma, 4, 1, Italy Serie A
Napoli, Napoli, Udinese, 2, 0, Italy Serie A
Novara, Novara, Siena, 1, 1, Italy Serie A
Palermo, Palermo, Lecce, 2, 0, Italy Serie A
Atalanta, Atalanta, Lazio, 0, 1, Italy Serie A
Chievo Verona, Chievo Verona, Bologna, 2, 0, Italy Serie A
Fiorentina, Fiorentina, Udinese, 2, 1, Italy Serie A
Genoa, Genoa, Cagliari, 2, 0, Italy Serie A
Juventus, Juventus, Parma, 2, 0, Italy Serie A
Milan, Milan, Sampdoria, 0, 1, Italy Serie A
Palermo, Palermo, Napoli, 0, 3, Italy Serie A
Pescara, Pescara, Inter, 0, 3, Italy Serie A
Roma, Roma, Catania, 2, 2, Italy Serie A
Siena, Siena, Torino, 0, 0, Italy Serie A
Atalanta, Atalanta, Napoli, 1, 0, Italy Serie A
Cagliari, Cagliari, Siena, 4, 2, Italy Serie A
Chievo Verona, Chievo Verona, Pescara, 2, 0, Italy Serie A
Genoa, Genoa, Fiorentina, 0, 1, Italy Serie A
Inter, Inter, Sampdoria, 3, 2, Italy Serie A
Juventus, Juventus, Bologna, 2, 1, Italy Serie A
Lazio, Lazio, Torino, 1, 1, Italy Serie A
Palermo, Palermo, Milan, 2, 2, Italy Serie A
Parma, Parma, Roma, 3, 2, Italy Serie A
Udinese, Udinese, Catania, 2, 2, Italy Serie A
Bologna, Bologna, Udinese, 1, 1, Italy Serie A
Catania, Catania, Lazio, 4, 0, Italy Serie A
Fiorentina, Fiorentina, Cagliari, 4, 1, Italy Serie A
Juventus, Juventus, Inter, 1, 3, Italy Serie A
